Tweet,Label,tweet_tokens,tweet_freq_dist,tweet_normalized,token_stop_word,tweet_stemming
terima kasih pak atas segala kebaikan untuk jakarta yang sudah kalian tancapkan di hati warga jakarta,0,"['terima', 'kasih', 'pak', 'atas', 'segala', 'kebaikan', 'untuk', 'jakarta', 'yang', 'sudah', 'kalian', 'tancapkan', 'di', 'hati', 'warga', 'jakarta']",<FreqDist with 15 samples and 16 outcomes>,"['terima', 'kasih', 'pak', 'atas', 'segala', 'kebaikan', 'untuk', 'jakarta', 'yang', 'sudah', 'kalian', 'tancapkan', 'di', 'hati', 'warga', 'jakarta']","['terima', 'kasih', 'kebaikan', 'jakarta', 'tancapkan', 'hati', 'warga', 'jakarta']","['terima', 'kasih', 'baik', 'jakarta', 'tancap', 'hati', 'warga', 'jakarta']"
mayoritas warga jakarta ingin dipimpin gubernur baru emang iya debatfinalpilkadajkt,0,"['mayoritas', 'warga', 'jakarta', 'ingin', 'dipimpin', 'gubernur', 'baru', 'emang', 'iya', 'debatfinalpilkadajkt']",<FreqDist with 10 samples and 10 outcomes>,"['mayoritas', 'warga', 'jakarta', 'ingin', 'dipimpin', 'gubernur', 'baru', 'emang', 'iya', 'debatfinalpilkadajkt']","['mayoritas', 'warga', 'jakarta', 'dipimpin', 'gubernur', 'emang', 'iya', 'debatfinalpilkadajkt']","['mayoritas', 'warga', 'jakarta', 'pimpin', 'gubernur', 'emang', 'iya', 'debatfinalpilkadajkt']"
pak aniesbaswedan kami disini mendulungmu untuk jakarta yg maju bukan hanya ekonomi nya tapi juga prestasi sepakbola nya,0,"['pak', 'aniesbaswedan', 'kami', 'disini', 'mendulungmu', 'untuk', 'jakarta', 'yg', 'maju', 'bukan', 'hanya', 'ekonomi', 'nya', 'tapi', 'juga', 'prestasi', 'sepakbola', 'nya']",<FreqDist with 17 samples and 18 outcomes>,"['pak', 'aniesbaswedan', 'kami', 'disini', 'mendulungmu', 'untuk', 'jakarta', 'yang', 'maju', 'bukan', 'hanya', 'ekonomi', 'nya', 'tapi', 'juga', 'prestasi', 'sepakbola', 'nya']","['aniesbaswedan', 'mendulungmu', 'jakarta', 'maju', 'ekonomi', 'nya', 'prestasi', 'sepakbola', 'nya']","['aniesbaswedan', 'mendulungmu', 'jakarta', 'maju', 'ekonomi', 'nya', 'prestasi', 'sepakbola', 'nya']"
terima kasih pak ahokdjarot telah bersama kami beberapa tahun ini,0,"['terima', 'kasih', 'pak', 'ahokdjarot', 'telah', 'bersama', 'kami', 'beberapa', 'tahun', 'ini']",<FreqDist with 10 samples and 10 outcomes>,"['terima', 'kasih', 'pak', 'ahokdjarot', 'telah', 'bersama', 'kami', 'beberapa', 'tahun', 'ini']","['terima', 'kasih', 'ahokdjarot']","['terima', 'kasih', 'ahokdjarot']"
selamat buat pasangan no aniessandi pemenang versi quick count terima kasih buat ahokdjarot atas kerja luar biasa untuk jakarta,0,"['selamat', 'buat', 'pasangan', 'no', 'aniessandi', 'pemenang', 'versi', 'quick', 'count', 'terima', 'kasih', 'buat', 'ahokdjarot', 'atas', 'kerja', 'luar', 'biasa', 'untuk', 'jakarta']",<FreqDist with 18 samples and 19 outcomes>,"['selamat', 'buat', 'pasangan', 'no', 'aniessandi', 'pemenang', 'versi', 'quick', 'count', 'terima', 'kasih', 'buat', 'ahokdjarot', 'atas', 'kerja', 'luar', 'biasa', 'untuk', 'jakarta']","['selamat', 'pasangan', 'no', 'aniessandi', 'pemenang', 'versi', 'quick', 'count', 'terima', 'kasih', 'ahokdjarot', 'kerja', 'jakarta']","['selamat', 'pasang', 'no', 'aniessandi', 'menang', 'versi', 'quick', 'count', 'terima', 'kasih', 'ahokdjarot', 'kerja', 'jakarta']"
menurut anda apakah sidangahok dugaan penistaan agama dgn terdakwa basukibtp murni isyu pilkada dki jakarta atau murni demi islam,0,"['menurut', 'anda', 'apakah', 'sidangahok', 'dugaan', 'penistaan', 'agama', 'dgn', 'terdakwa', 'basukibtp', 'murni', 'isyu', 'pilkada', 'dki', 'jakarta', 'atau', 'murni', 'demi', 'islam']",<FreqDist with 18 samples and 19 outcomes>,"['menurut', 'anda', 'apakah', 'sidangahok', 'dugaan', 'penistaan', 'agama', 'dgn', 'terdakwa', 'basukibtp', 'murni', 'isyu', 'pilkada', 'dki', 'jakarta', 'atau', 'murni', 'demi', 'islam']","['sidangahok', 'dugaan', 'penistaan', 'agama', 'dgn', 'terdakwa', 'basukibtp', 'murni', 'isyu', 'pilkada', 'dki', 'jakarta', 'murni', 'islam']","['sidangahok', 'duga', 'nista', 'agama', 'dgn', 'dakwa', 'basukibtp', 'murni', 'isyu', 'pilkada', 'dki', 'jakarta', 'murni', 'islam']"
domisili gue di jakpus belabelain ke tps yg berlokasi di jakbar dgn bermodal ektp buat ikutan pilkada,0,"['domisili', 'gue', 'di', 'jakpus', 'belabelain', 'ke', 'tps', 'yg', 'berlokasi', 'di', 'jakbar', 'dgn', 'bermodal', 'ektp', 'buat', 'ikutan', 'pilkada']",<FreqDist with 16 samples and 17 outcomes>,"['domisili', 'gue', 'di', 'jakpus', 'belabelain', 'ke', 'tps', 'yang', 'berlokasi', 'di', 'jakbar', 'dgn', 'bermodal', 'ektp', 'buat', 'ikutan', 'pilkada']","['domisili', 'gue', 'jakpus', 'belabelain', 'tps', 'berlokasi', 'jakbar', 'dgn', 'bermodal', 'ektp', 'ikutan', 'pilkada']","['domisili', 'gue', 'jakpus', 'belabelain', 'tps', 'lokasi', 'jakbar', 'dgn', 'modal', 'ektp', 'ikut', 'pilkada']"
jadi yg nyebar hoax ketahuan dong ada akun twitter nya lho,0,"['jadi', 'yg', 'nyebar', 'hoax', 'ketahuan', 'dong', 'ada', 'akun', 'twitter', 'nya', 'lho']",<FreqDist with 11 samples and 11 outcomes>,"['jadi', 'yang', 'nyebar', 'hoax', 'ketahuan', 'dong', 'ada', 'akun', 'twitter', 'nya', 'lho']","['nyebar', 'hoax', 'ketahuan', 'akun', 'twitter', 'nya', 'lho']","['nyebar', 'hoax', 'tahu', 'akun', 'twitter', 'nya', 'lho']"
semakin umat di suguhkan iklanahokjahat maka akan semakin terlihat siapa yang menebar kebencian terhadap kerukunan antar umat beragama,0,"['semakin', 'umat', 'di', 'suguhkan', 'iklanahokjahat', 'maka', 'akan', 'semakin', 'terlihat', 'siapa', 'yang', 'menebar', 'kebencian', 'terhadap', 'kerukunan', 'antar', 'umat', 'beragama']",<FreqDist with 16 samples and 18 outcomes>,"['semakin', 'umat', 'di', 'suguhkan', 'iklanahokjahat', 'maka', 'akan', 'semakin', 'terlihat', 'siapa', 'yang', 'menebar', 'kebencian', 'terhadap', 'kerukunan', 'antar', 'umat', 'beragama']","['umat', 'suguhkan', 'iklanahokjahat', 'menebar', 'kebencian', 'kerukunan', 'umat', 'beragama']","['umat', 'suguh', 'iklanahokjahat', 'tebar', 'benci', 'rukun', 'umat', 'agama']"
yg melakukan penista agama sesungguhnya agama yg suci digunakan alat untuk mengejar jabatan kekuasaan httpstco,0,"['yg', 'melakukan', 'penista', 'agama', 'sesungguhnya', 'agama', 'yg', 'suci', 'digunakan', 'alat', 'untuk', 'mengejar', 'jabatan', 'kekuasaan', 'httpstco']",<FreqDist with 13 samples and 15 outcomes>,"['yang', 'melakukan', 'penista', 'agama', 'sesungguhnya', 'agama', 'yang', 'suci', 'digunakan', 'alat', 'untuk', 'mengejar', 'jabatan', 'kekuasaan', 'httpstco']","['penista', 'agama', 'sesungguhnya', 'agama', 'suci', 'alat', 'mengejar', 'jabatan', 'kekuasaan', 'httpstco']","['nista', 'agama', 'sungguh', 'agama', 'suci', 'alat', 'kejar', 'jabat', 'kuasa', 'httpstco']"
pembangkit listrik tenaga panas bumi terbesar dunia citipeka sidangahok httpstco,0,"['pembangkit', 'listrik', 'tenaga', 'panas', 'bumi', 'terbesar', 'dunia', 'citipeka', 'sidangahok', 'httpstco']",<FreqDist with 10 samples and 10 outcomes>,"['pembangkit', 'listrik', 'tenaga', 'panas', 'bumi', 'terbesar', 'dunia', 'citipeka', 'sidangahok', 'httpstco']","['pembangkit', 'listrik', 'tenaga', 'panas', 'bumi', 'terbesar', 'dunia', 'citipeka', 'sidangahok', 'httpstco']","['bangkit', 'listrik', 'tenaga', 'panas', 'bumi', 'besar', 'dunia', 'citipeka', 'sidangahok', 'httpstco']"
saya bertanya kepada bapak presiden dan kapolri ok oce tuh apaan debatfinalpilkadajkt,0,"['saya', 'bertanya', 'kepada', 'bapak', 'presiden', 'dan', 'kapolri', 'ok', 'oce', 'tuh', 'apaan', 'debatfinalpilkadajkt']",<FreqDist with 12 samples and 12 outcomes>,"['saya', 'bertanya', 'kepada', 'bapak', 'presiden', 'dan', 'kapolri', 'ok', 'oce', 'tuh', 'apaan', 'debatfinalpilkadajkt']","['presiden', 'kapolri', 'ok', 'oce', 'tuh', 'debatfinalpilkadajkt']","['presiden', 'kapolri', 'ok', 'oce', 'tuh', 'debatfinalpilkadajkt']"
rt waspada ktp palsukawal pilkada httpstco,0,"['rt', 'waspada', 'ktp', 'palsukawal', 'pilkada', 'httpstco']",<FreqDist with 6 samples and 6 outcomes>,"['rt', 'waspada', 'ktp', 'palsukawal', 'pilkada', 'httpstco']","['rt', 'waspada', 'ktp', 'palsukawal', 'pilkada', 'httpstco']","['rt', 'waspada', 'ktp', 'palsukawal', 'pilkada', 'httpstco']"
basukibtp sing sabar pak simpen energi bapak untuk bagian lain indonesia gusti allah mboten sare pak,0,"['basukibtp', 'sing', 'sabar', 'pak', 'simpen', 'energi', 'bapak', 'untuk', 'bagian', 'lain', 'indonesia', 'gusti', 'allah', 'mboten', 'sare', 'pak']",<FreqDist with 15 samples and 16 outcomes>,"['basukibtp', 'sing', 'sabar', 'pak', 'simpen', 'energi', 'bapak', 'untuk', 'bagian', 'lain', 'indonesia', 'gusti', 'allah', 'mboten', 'sare', 'pak']","['basukibtp', 'sing', 'sabar', 'simpen', 'energi', 'indonesia', 'gusti', 'allah', 'mboten', 'sare']","['basukibtp', 'sing', 'sabar', 'simpen', 'energi', 'indonesia', 'gusti', 'allah', 'mboten', 'sare']"
buat pak ahok tetap berkarya pak masih ada kesempatan lebih baik di,0,"['buat', 'pak', 'ahok', 'tetap', 'berkarya', 'pak', 'masih', 'ada', 'kesempatan', 'lebih', 'baik', 'di']",<FreqDist with 11 samples and 12 outcomes>,"['buat', 'pak', 'ahok', 'tetap', 'berkarya', 'pak', 'masih', 'ada', 'kesempatan', 'lebih', 'baik', 'di']","['ahok', 'berkarya', 'kesempatan']","['ahok', 'karya', 'sempat']"
ahok kekerasan verbal masa koruptor debatfinalpilkadajkt,0,"['ahok', 'kekerasan', 'verbal', 'masa', 'koruptor', 'debatfinalpilkadajkt']",<FreqDist with 6 samples and 6 outcomes>,"['ahok', 'kekerasan', 'verbal', 'masa', 'koruptor', 'debatfinalpilkadajkt']","['ahok', 'kekerasan', 'verbal', 'koruptor', 'debatfinalpilkadajkt']","['ahok', 'keras', 'verbal', 'koruptor', 'debatfinalpilkadajkt']"
terima kasih pak ahok pak djarot kami bangga perna di pimpin sama bapak berduatetap semangatsukses terus pak,0,"['terima', 'kasih', 'pak', 'ahok', 'pak', 'djarot', 'kami', 'bangga', 'perna', 'di', 'pimpin', 'sama', 'bapak', 'berduatetap', 'semangatsukses', 'terus', 'pak']",<FreqDist with 15 samples and 17 outcomes>,"['terima', 'kasih', 'pak', 'ahok', 'pak', 'djarot', 'kami', 'bangga', 'perna', 'di', 'pimpin', 'sama', 'bapak', 'berduatetap', 'semangatsukses', 'terus', 'pak']","['terima', 'kasih', 'ahok', 'djarot', 'bangga', 'perna', 'pimpin', 'berduatetap', 'semangatsukses']","['terima', 'kasih', 'ahok', 'djarot', 'bangga', 'perna', 'pimpin', 'berduatetap', 'semangatsukses']"
tetap di masyarakat jakarta dan selalu membuat jakarta lebih baikdan hasilnya pun sudah terbukti,0,"['tetap', 'di', 'masyarakat', 'jakarta', 'dan', 'selalu', 'membuat', 'jakarta', 'lebih', 'baikdan', 'hasilnya', 'pun', 'sudah', 'terbukti']",<FreqDist with 13 samples and 14 outcomes>,"['tetap', 'di', 'masyarakat', 'jakarta', 'dan', 'selalu', 'membuat', 'jakarta', 'lebih', 'baikdan', 'hasilnya', 'pun', 'sudah', 'terbukti']","['masyarakat', 'jakarta', 'jakarta', 'baikdan', 'hasilnya', 'terbukti']","['masyarakat', 'jakarta', 'jakarta', 'baikdan', 'hasil', 'bukti']"
pak ahok jadi cagub di bekasi aja ya pak bekasi mau dipimpin orang seperti bapak biar ada perubahan lebih baik basukibtp,0,"['pak', 'ahok', 'jadi', 'cagub', 'di', 'bekasi', 'aja', 'ya', 'pak', 'bekasi', 'mau', 'dipimpin', 'orang', 'seperti', 'bapak', 'biar', 'ada', 'perubahan', 'lebih', 'baik', 'basukibtp']",<FreqDist with 19 samples and 21 outcomes>,"['pak', 'ahok', 'jadi', 'cagub', 'di', 'bekasi', 'aja', 'ya', 'pak', 'bekasi', 'mau', 'dipimpin', 'orang', 'seperti', 'bapak', 'biar', 'ada', 'perubahan', 'lebih', 'baik', 'basukibtp']","['ahok', 'cagub', 'bekasi', 'aja', 'ya', 'bekasi', 'dipimpin', 'orang', 'biar', 'perubahan', 'basukibtp']","['ahok', 'cagub', 'bekas', 'aja', 'ya', 'bekas', 'pimpin', 'orang', 'biar', 'ubah', 'basukibtp']"
semua warga dki gunakan hak pilihmujangan takut kita smua warga yg punya hak dan sehat lahir batin,0,"['semua', 'warga', 'dki', 'gunakan', 'hak', 'pilihmujangan', 'takut', 'kita', 'smua', 'warga', 'yg', 'punya', 'hak', 'dan', 'sehat', 'lahir', 'batin']",<FreqDist with 15 samples and 17 outcomes>,"['semua', 'warga', 'dki', 'gunakan', 'hak', 'pilihmujangan', 'takut', 'kita', 'smua', 'warga', 'yang', 'punya', 'hak', 'dan', 'sehat', 'lahir', 'batin']","['warga', 'dki', 'hak', 'pilihmujangan', 'takut', 'smua', 'warga', 'hak', 'sehat', 'lahir', 'batin']","['warga', 'dki', 'hak', 'pilihmujangan', 'takut', 'smua', 'warga', 'hak', 'sehat', 'lahir', 'batin']"
rt jktmajubersama upaya aniessandi untuk mendukung perempuan menjadi pelaku ukm debatfinalpilkadajkt,0,"['rt', 'jktmajubersama', 'upaya', 'aniessandi', 'untuk', 'mendukung', 'perempuan', 'menjadi', 'pelaku', 'ukm', 'debatfinalpilkadajkt']",<FreqDist with 11 samples and 11 outcomes>,"['rt', 'jktmajubersama', 'upaya', 'aniessandi', 'untuk', 'mendukung', 'perempuan', 'menjadi', 'pelaku', 'ukm', 'debatfinalpilkadajkt']","['rt', 'jktmajubersama', 'upaya', 'aniessandi', 'mendukung', 'perempuan', 'pelaku', 'ukm', 'debatfinalpilkadajkt']","['rt', 'jktmajubersama', 'upaya', 'aniessandi', 'dukung', 'perempuan', 'laku', 'ukm', 'debatfinalpilkadajkt']"
rt jelang akhir masa tugas plt gubernur dki akui kinerja ahok httpstco,0,"['rt', 'jelang', 'akhir', 'masa', 'tugas', 'plt', 'gubernur', 'dki', 'akui', 'kinerja', 'ahok', 'httpstco']",<FreqDist with 12 samples and 12 outcomes>,"['rt', 'jelang', 'akhir', 'masa', 'tugas', 'plt', 'gubernur', 'dki', 'akui', 'kinerja', 'ahok', 'httpstco']","['rt', 'jelang', 'tugas', 'plt', 'gubernur', 'dki', 'akui', 'kinerja', 'ahok', 'httpstco']","['rt', 'jelang', 'tugas', 'plt', 'gubernur', 'dki', 'aku', 'kerja', 'ahok', 'httpstco']"
pemenang debat pilkada dki malam ini adalah ira koesno,0,"['pemenang', 'debat', 'pilkada', 'dki', 'malam', 'ini', 'adalah', 'ira', 'koesno']",<FreqDist with 9 samples and 9 outcomes>,"['pemenang', 'debat', 'pilkada', 'dki', 'malam', 'ini', 'adalah', 'ira', 'koesno']","['pemenang', 'debat', 'pilkada', 'dki', 'malam', 'ira', 'koesno']","['menang', 'debat', 'pilkada', 'dki', 'malam', 'ira', 'koesno']"
rt tirtoid soal gerakangerakan ala aniesbaswedan periksadata debatfinalpilkadajkt,0,"['rt', 'tirtoid', 'soal', 'gerakangerakan', 'ala', 'aniesbaswedan', 'periksadata', 'debatfinalpilkadajkt']",<FreqDist with 8 samples and 8 outcomes>,"['rt', 'tirtoid', 'soal', 'gerakangerakan', 'ala', 'aniesbaswedan', 'periksadata', 'debatfinalpilkadajkt']","['rt', 'tirtoid', 'gerakangerakan', 'ala', 'aniesbaswedan', 'periksadata', 'debatfinalpilkadajkt']","['rt', 'tirtoid', 'gerakangerakan', 'ala', 'aniesbaswedan', 'periksadata', 'debatfinalpilkadajkt']"
rt pilkada di beltim di kampung sendiri ahok hanya suara di babel kalah telak pilkada di dki paling cuma suara,0,"['rt', 'pilkada', 'di', 'beltim', 'di', 'kampung', 'sendiri', 'ahok', 'hanya', 'suara', 'di', 'babel', 'kalah', 'telak', 'pilkada', 'di', 'dki', 'paling', 'cuma', 'suara']",<FreqDist with 15 samples and 20 outcomes>,"['rt', 'pilkada', 'di', 'beltim', 'di', 'kampung', 'sendiri', 'ahok', 'hanya', 'suara', 'di', 'babel', 'kalah', 'telak', 'pilkada', 'di', 'dki', 'paling', 'cuma', 'suara']","['rt', 'pilkada', 'beltim', 'kampung', 'ahok', 'suara', 'babel', 'kalah', 'telak', 'pilkada', 'dki', 'suara']","['rt', 'pilkada', 'beltim', 'kampung', 'ahok', 'suara', 'babel', 'kalah', 'telak', 'pilkada', 'dki', 'suara']"
pak ahokwalau saya bukan warga dkisaya sangat sedih bapak tidak terpilih lg jd gubenur dki,0,"['pak', 'ahokwalau', 'saya', 'bukan', 'warga', 'dkisaya', 'sangat', 'sedih', 'bapak', 'tidak', 'terpilih', 'lg', 'jd', 'gubenur', 'dki']",<FreqDist with 15 samples and 15 outcomes>,"['pak', 'ahokwalau', 'saya', 'bukan', 'warga', 'dkisaya', 'sangat', 'sedih', 'bapak', 'tidak', 'terpilih', 'lg', 'jd', 'gubenur', 'dki']","['ahokwalau', 'warga', 'dkisaya', 'sedih', 'terpilih', 'lg', 'jd', 'gubenur', 'dki']","['ahokwalau', 'warga', 'dkisaya', 'sedih', 'pilih', 'lg', 'jd', 'gubenur', 'dki']"
ahok gagah kaya gatot kaca debatfinalpilkadajkt,0,"['ahok', 'gagah', 'kaya', 'gatot', 'kaca', 'debatfinalpilkadajkt']",<FreqDist with 6 samples and 6 outcomes>,"['ahok', 'gagah', 'kaya', 'gatot', 'kaca', 'debatfinalpilkadajkt']","['ahok', 'gagah', 'kaya', 'gatot', 'kaca', 'debatfinalpilkadajkt']","['ahok', 'gagah', 'kaya', 'gatot', 'kaca', 'debatfinalpilkadajkt']"
pak ahok basukibtp tetep semangat yaaa saya akan selalu menghargai kerja keras bapak dan saya ucapkan selamat atas kemenangan paslon nomor yaitu aniessandi,0,"['pak', 'ahok', 'basukibtp', 'tetep', 'semangat', 'yaaa', 'saya', 'akan', 'selalu', 'menghargai', 'kerja', 'keras', 'bapak', 'dan', 'saya', 'ucapkan', 'selamat', 'atas', 'kemenangan', 'paslon', 'nomor', 'yaitu', 'aniessandi']",<FreqDist with 22 samples and 23 outcomes>,"['pak', 'ahok', 'basukibtp', 'tetep', 'semangat', 'yaaa', 'saya', 'akan', 'selalu', 'menghargai', 'kerja', 'keras', 'bapak', 'dan', 'saya', 'ucapkan', 'selamat', 'atas', 'kemenangan', 'paslon', 'nomor', 'yaitu', 'aniessandi']","['ahok', 'basukibtp', 'tetep', 'semangat', 'yaaa', 'menghargai', 'kerja', 'keras', 'ucapkan', 'selamat', 'kemenangan', 'paslon', 'nomor', 'aniessandi']","['ahok', 'basukibtp', 'tetep', 'semangat', 'yaaa', 'harga', 'kerja', 'keras', 'ucap', 'selamat', 'menang', 'paslon', 'nomor', 'aniessandi']"
rt blogdokter janganlah karena pilkada dan kepentingan politik sesaat persahabatan dan persaudaraan kita terputus kita adalah saudara,0,"['rt', 'blogdokter', 'janganlah', 'karena', 'pilkada', 'dan', 'kepentingan', 'politik', 'sesaat', 'persahabatan', 'dan', 'persaudaraan', 'kita', 'terputus', 'kita', 'adalah', 'saudara']",<FreqDist with 15 samples and 17 outcomes>,"['rt', 'blogdokter', 'janganlah', 'karena', 'pilkada', 'dan', 'kepentingan', 'politik', 'sesaat', 'persahabatan', 'dan', 'persaudaraan', 'kita', 'terputus', 'kita', 'adalah', 'saudara']","['rt', 'blogdokter', 'pilkada', 'kepentingan', 'politik', 'persahabatan', 'persaudaraan', 'terputus', 'saudara']","['rt', 'blogdokter', 'pilkada', 'penting', 'politik', 'sahabat', 'saudara', 'putus', 'saudara']"
matanajwa mbak najwaayo ketengah lagi sedikitjgn terlihat ke kiri dgn meminta terus pak anies menyelesaikan,0,"['matanajwa', 'mbak', 'najwaayo', 'ketengah', 'lagi', 'sedikitjgn', 'terlihat', 'ke', 'kiri', 'dgn', 'meminta', 'terus', 'pak', 'anies', 'menyelesaikan']",<FreqDist with 15 samples and 15 outcomes>,"['matanajwa', 'mbak', 'najwaayo', 'ketengah', 'lagi', 'sedikitjgn', 'terlihat', 'ke', 'kiri', 'dgn', 'meminta', 'terus', 'pak', 'anies', 'menyelesaikan']","['matanajwa', 'mbak', 'najwaayo', 'ketengah', 'sedikitjgn', 'kiri', 'dgn', 'anies', 'menyelesaikan']","['matanajwa', 'mbak', 'najwaayo', 'tengah', 'sedikitjgn', 'kiri', 'dgn', 'anies', 'selesai']"
rt belaquran kami tdk akan terprovokasi dgn sentimen dan jualan sara mu itu karena kami cinta indonesia iklanahokjahat,0,"['rt', 'belaquran', 'kami', 'tdk', 'akan', 'terprovokasi', 'dgn', 'sentimen', 'dan', 'jualan', 'sara', 'mu', 'itu', 'karena', 'kami', 'cinta', 'indonesia', 'iklanahokjahat']",<FreqDist with 17 samples and 18 outcomes>,"['rt', 'belaquran', 'kami', 'tidak', 'akan', 'terprovokasi', 'dgn', 'sentimen', 'dan', 'jualan', 'sara', 'mu', 'itu', 'karena', 'kami', 'cinta', 'indonesia', 'iklanahokjahat']","['rt', 'belaquran', 'terprovokasi', 'dgn', 'sentimen', 'jualan', 'sara', 'mu', 'cinta', 'indonesia', 'iklanahokjahat']","['rt', 'belaquran', 'provokasi', 'dgn', 'sentimen', 'jual', 'sara', 'mu', 'cinta', 'indonesia', 'iklanahokjahat']"
rt alissawahid tuips ibu sinta nuriyah tidak pernah mengeluarkan pernyataan terkait pilkada dki,0,"['rt', 'alissawahid', 'tuips', 'ibu', 'sinta', 'nuriyah', 'tidak', 'pernah', 'mengeluarkan', 'pernyataan', 'terkait', 'pilkada', 'dki']",<FreqDist with 13 samples and 13 outcomes>,"['rt', 'alissawahid', 'tuips', 'ibu', 'sinta', 'nuriyah', 'tidak', 'pernah', 'mengeluarkan', 'pernyataan', 'terkait', 'pilkada', 'dki']","['rt', 'alissawahid', 'tuips', 'sinta', 'nuriyah', 'mengeluarkan', 'pernyataan', 'terkait', 'pilkada', 'dki']","['rt', 'alissawahid', 'tuips', 'sinta', 'nuriyah', 'keluar', 'nyata', 'kait', 'pilkada', 'dki']"
gpp kalah mungkin belom rejekinya ya pak bagi kami bapak tetap pemimpin yang jujur tetap berkarya nyata,0,"['gpp', 'kalah', 'mungkin', 'belom', 'rejekinya', 'ya', 'pak', 'bagi', 'kami', 'bapak', 'tetap', 'pemimpin', 'yang', 'jujur', 'tetap', 'berkarya', 'nyata']",<FreqDist with 16 samples and 17 outcomes>,"['gpp', 'kalah', 'mungkin', 'belom', 'rejekinya', 'ya', 'pak', 'bagi', 'kami', 'bapak', 'tetap', 'pemimpin', 'yang', 'jujur', 'tetap', 'berkarya', 'nyata']","['gpp', 'kalah', 'belom', 'rejekinya', 'ya', 'pemimpin', 'jujur', 'berkarya', 'nyata']","['gpp', 'kalah', 'bom', 'rejekinya', 'ya', 'pimpin', 'jujur', 'karya', 'nyata']"
karena saya memilih dengan sehat maka saya kompensasikan dengan sarapan pagi yang uhm secara umum gak sehat impas,0,"['karena', 'saya', 'memilih', 'dengan', 'sehat', 'maka', 'saya', 'kompensasikan', 'dengan', 'sarapan', 'pagi', 'yang', 'uhm', 'secara', 'umum', 'gak', 'sehat', 'impas']",<FreqDist with 15 samples and 18 outcomes>,"['karena', 'saya', 'memilih', 'dengan', 'sehat', 'maka', 'saya', 'kompensasikan', 'dengan', 'sarapan', 'pagi', 'yang', 'uhm', 'secara', 'umum', 'gak', 'sehat', 'impas']","['memilih', 'sehat', 'kompensasikan', 'sarapan', 'pagi', 'uhm', 'gak', 'sehat', 'impas']","['pilih', 'sehat', 'kompensasi', 'sarap', 'pagi', 'uhm', 'gak', 'sehat', 'impas']"
saya sebagai masyarakat jakarta salut terhadap kepemimpinan pak ahok,0,"['saya', 'sebagai', 'masyarakat', 'jakarta', 'salut', 'terhadap', 'kepemimpinan', 'pak', 'ahok']",<FreqDist with 9 samples and 9 outcomes>,"['saya', 'sebagai', 'masyarakat', 'jakarta', 'salut', 'terhadap', 'kepemimpinan', 'pak', 'ahok']","['masyarakat', 'jakarta', 'salut', 'kepemimpinan', 'ahok']","['masyarakat', 'jakarta', 'salut', 'pimpin', 'ahok']"
yg jelas kerja keras pasti dan jujur tetap pak ahok,0,"['yg', 'jelas', 'kerja', 'keras', 'pasti', 'dan', 'jujur', 'tetap', 'pak', 'ahok']",<FreqDist with 10 samples and 10 outcomes>,"['yang', 'jelas', 'kerja', 'keras', 'pasti', 'dan', 'jujur', 'tetap', 'pak', 'ahok']","['kerja', 'keras', 'jujur', 'ahok']","['kerja', 'keras', 'jujur', 'ahok']"
kalah di pilkada bekasi ahmad dhani jadi juru kampanye pasangan aniessandi httpstco nenengyes httpstcofgohkhxwxt,0,"['kalah', 'di', 'pilkada', 'bekasi', 'ahmad', 'dhani', 'jadi', 'juru', 'kampanye', 'pasangan', 'aniessandi', 'httpstco', 'nenengyes', 'httpstcofgohkhxwxt']",<FreqDist with 14 samples and 14 outcomes>,"['kalah', 'di', 'pilkada', 'bekasi', 'ahmad', 'dhani', 'jadi', 'juru', 'kampanye', 'pasangan', 'aniessandi', 'httpstco', 'nenengyes', 'httpstcofgohkhxwxt']","['kalah', 'pilkada', 'bekasi', 'ahmad', 'dhani', 'juru', 'kampanye', 'pasangan', 'aniessandi', 'httpstco', 'nenengyes', 'httpstcofgohkhxwxt']","['kalah', 'pilkada', 'bekas', 'ahmad', 'dhani', 'juru', 'kampanye', 'pasang', 'aniessandi', 'httpstco', 'nenengyes', 'httpstcofgohkhxwxt']"
debat cagub dki ke februari segmen mantap ahok skak sylviana murninndebatfinalpilkadajkt,0,"['debat', 'cagub', 'dki', 'ke', 'februari', 'segmen', 'mantap', 'ahok', 'skak', 'sylviana', 'murninndebatfinalpilkadajkt']",<FreqDist with 11 samples and 11 outcomes>,"['debat', 'cagub', 'dki', 'ke', 'februari', 'segmen', 'mantap', 'ahok', 'skak', 'sylviana', 'murninndebatfinalpilkadajkt']","['debat', 'cagub', 'dki', 'februari', 'segmen', 'mantap', 'ahok', 'skak', 'sylviana', 'murninndebatfinalpilkadajkt']","['debat', 'cagub', 'dki', 'februari', 'segmen', 'mantap', 'ahok', 'skak', 'sylviana', 'murninndebatfinalpilkadajkt']"
